book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
389627,Jeff Kinney,2004.0,Greg Heffley's Journal,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",en-US,3.96,0.02261170411724497
389763,Wayne W. Dyer,1899.0,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,eng,4.24,0.004905978044196461
389827,Janette Oke,1983.0,When Calls the Heart,"When Calls the Heart (Canadian West, #1)",en-US,4.19,0.00522519349944992
390305,Alex Kava,2000.0,A Perfect Evil,"A Perfect Evil (Maggie O'Dell, #1)",eng,4.02,0.005212315260130874
390711,James Clavell,1981.0,Noble House,"Noble House (Asian Saga, #5)",en-US,4.23,0.007805311063071875
391724,Edgar Allan Poe,1843.0,The Black Cat,The Black Cat,eng,4.07,0.005688966514648305
391729,Edgar Allan Poe,1843.0,The Tell-Tale Heart,The Tell-Tale Heart and Other Writings,en-GB,4.15,0.01981401456097163
392217,Patricia Cornwell,1996.0,Hornet's Nest,"Hornet's Nest (Andy Brazil, #1)",eng,3.28,0.005101636132409544
392297,Frank Miller,1992.0,Sin City Volume 1: The Hard Goodbye,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",eng,4.16,0.009054622239363631
392563,Alex  Ross,2007.0,The Rest Is Noise: Listening to the Twentieth Century,The Rest Is Noise: Listening to the Twentieth Century,eng,4.08,0.004323186894199788
393060,Lionel Shriver,2007.0,The Post-Birthday World ,The Post-Birthday World,eng,3.52,0.00457108090408129
393146,Alison Croggon,2002.0,The Gift,"The Naming (The Books of Pellinor, #1)",en-US,4.0,0.00620866409519906
393199,George Orwell,1933.0,Down and Out in Paris and London,Down and Out in Paris and London,en-US,4.1,0.008348297691790558
394228,Elizabeth  George,1989.0,Well-Schooled in Murder,"Well-Schooled in Murder (Inspector Lynley, #3)",eng,4.11,0.005750872598322558
394469,Cormac McCarthy,1979.0,Suttree,Suttree,eng,4.18,0.00507225437621854
394535,Cormac McCarthy,1985.0,Blood Meridian: Or the Evening Redness in the West,"Blood Meridian, or the Evening Redness in the West",eng,4.18,0.011942872616659122
394683,"Russell Hoban, Lillian Hoban",1970.0,A Bargain for Frances,A Bargain for Frances,eng,4.25,0.0051333905810011056
395090,Sylvia Plath,1965.0,Ariel,Ariel,eng,4.23,0.008447083416048759
395182,"Kingsley Amis, David Lodge",1954.0,Lucky Jim,Lucky Jim,eng,3.79,0.005916462240253067
395220,Audre Lorde,1982.0,Zami: A New Spelling of My Name,Zami: A New Spelling of My Name,eng,4.2,0.004376916056680652
395233,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",1914.0,The Letters of Vincent van Gogh,The Letters of Vincent van Gogh,en-GB,3.99,0.009817270787607624
395851,L.J. Smith,1991.0,The Struggle,"The Struggle (The Vampire Diaries, #2)",eng,3.5,0.006915799539471762
395871,L.J. Smith,2007.0,The Awakening and the Struggle,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",en-US,3.67,0.011735800135251996
395875,L.J. Smith,1991.0,Dark Reunion,"Dark Reunion (The Vampire Diaries, #4)",eng,3.54,0.005849622827627049
395922,L.J. Smith,1991.0,The Awakening,"The Awakening (The Vampire Diaries, #1)",eng,3.41,0.009419079466817328
395962,Jacqueline Carey,2002.0,Kushiel's Chosen,"Kushiel's Chosen (Phèdre's Trilogy, #2)",en-US,4.31,0.0075775999355571135
397456,V.C. Andrews,1990.0,Dawn ,"Dawn (Cutler, #1)",eng,3.87,0.005237657052778712
397466,V.C. Andrews,1986.0,Dark Angel,"Dark Angel (Casteel, #2)",eng,3.96,0.005434294568331705
397867,James Herbert,1974.0,The Rats,"The Rats (Rats, #1)",eng,3.92,0.0045934099604880855
398323,"Per Petterson, Anne Born",2003.0,Ut og stjæle hester,Out Stealing Horses,eng,3.79,0.006206240129738498
400354,Terry Pratchett,1993.0,Men at Arms,"Men at Arms (Discworld, #15; City Watch #2)",eng,4.36,0.010448179045568216
400412,T.S. Eliot,1922.0,The Waste Land and Other Poems,The Waste Land and Other Poems,en-US,4.23,0.00878426042258801
400881,Glen Cook,1984.0,Shadows Linger,"Shadows Linger (The Chronicles of the Black Company, #2)",en-US,4.15,0.00469236228308522
400906,Glen Cook,1985.0,The White Rose,"The White Rose (The Chronicles of the Black Company, #3)",en-US,4.19,0.004803492009149871
400924,Glen Cook,1986.0,Chronicles of The Black Company (The Black Company / Shadows Linger / The White Rose),"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",en-US,4.2,0.005781837319634198
401514,Piers Paul Read,1974.0,Alive: The Story of the Andes Survivors,Alive: The Story of the Andes Survivors,eng,4.08,0.009945181890561795
401876,"Samuel Shem, John Updike",1978.0,The House of God,The House of God,eng,3.95,0.004204617708487075
402013,Louise Rennison,1999.0,"Angus, Thongs and Full-Frontal Snogging","Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",eng,3.74,0.015038856074375622
402015,Louise Rennison,2002.0,Dancing in my nuddy-pants!,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",eng,4.01,0.00608414036951619
402045,Marion Zimmer Bradley,1982.0,The Mists of Avalon,"The Mists of Avalon (Avalon, #1)",eng,4.12,0.017789128921841188
402093,James Clavell,1975.0,Shōgun,"Shōgun (Asian Saga, #1)",eng,4.37,0.014468136779987872
402128,"T.S. Eliot, Edward Gorey",1939.0,Old Possum's Book of Practical Cats,Old Possum's Book of Practical Cats,en-US,4.09,0.005560202263508164
402843,Shunryu Suzuki,1970.0,"Zen Mind, Beginner's Mind","Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",en-GB,4.23,0.007008157407551865
406373,"Johann Wolfgang von Goethe, Walter Kaufmann",1832.0, Faust. Der Tragödie erster und zweiter Teil ,Faust,eng,3.97,0.005641513366286354
407234,Nora Roberts,2007.0,"Blood Brothers (Sign of Seven, #1)","Blood Brothers (Sign of Seven, #1)",eng,4.15,0.00925513729666638
407429,"Jon Scieszka, Lane Smith",1992.0,The Stinky Cheese Man and Other Fairly Stupid Tales,The Stinky Cheese Man and Other Fairly Stupid Tales,eng,4.2,0.012548393686181212
408615,"Immaculée Ilibagiza, Steve Erwin",2006.0,Left to Tell: Discovering God Amidst the Rwandan Holocaust,Left to Tell: Discovering God Amidst the Rwandan Holocaust,eng,4.43,0.0077928350077193865
409918,Michael Connelly,2004.0,The Narrows,"The Narrows (Harry Bosch, #10; Harry Bosch Universe, #12)",eng,4.09,0.007260263259274077
410445,Sue Grafton,2007.0,T is for Trespass ,"T is for Trespass (Kinsey Millhone, #20)",en-US,3.91,0.006105700520625801
411527,Nick Hornby,2007.0,Slam,Slam,en-US,3.27,0.005907129873624734
412732,Jack Kerouac,1958.0,The Dharma Bums,The Dharma Bums,en-US,3.94,0.011193590124363582
413158,Robert Lopshire,1960.0,Put Me in the Zoo,Put Me in the Zoo,eng,4.13,0.008823796772907832
414298,Richard Russo,1997.0,Straight Man,Straight Man,eng,4.02,0.006231886192620441
414895,"Pierre Boulle, Xan Fielding",1963.0,La planète des singes,Planet of the Apes,eng,3.91,0.006754661633317975
414999,Arthur C. Clarke,1953.0,Childhood's End,Childhood's End,en-US,4.09,0.01322210313936685
416580,Wilbur Smith,1995.0,The Seventh Scroll,"The Seventh Scroll (Ancient Egypt, #2)",en-US,4.1,0.004803492009149871
417524,Simms Taback,1977.0,Joseph Had a Little Overcoat,Joseph Had a Little Overcoat,eng,4.12,0.005450882245070431
419103,Frank Miller,1994.0,Sin City: The Big Fat Kill,"Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)",en-US,4.1,0.005032745442582825
420282,Chris Van Allsburg,1985.0,The Polar Express,The Polar Express,en-US,4.29,0.018358838619018603
420297,H.A. Rey,1941.0,Curious George,Curious George,en-CA,4.13,0.014546547194838631
420404,Dr. Seuss,1958.0,Yertle the Turtle (Classic Seuss),Yertle the Turtle and Other Stories,eng,4.13,0.007078087611602162
420496,Terry Brooks,1998.0,A Knight of the Word ,"A Knight of the Word (Word & Void, #2)",en-US,4.04,0.004642933685772403
420734,Linda Howard,2001.0,Open Season,Open Season,eng,4.01,0.005421913012922555
420739,Linda Howard,1995.0,After the Night,After the Night,en-GB,4.1,0.0058989731976802524
421129,MaryJanice Davidson,2004.0,Undead and Unwed,"Undead and Unwed (Undead, #1)",en-US,3.81,0.009568272600193307
421549,Jennifer Weiner,2000.0,Certain Girls,Certain Girls (Cannie Shapiro #2),eng,3.7,0.008883279515803201
422452,Iain M. Banks,1993.0,Against a Dark Background,Against a Dark Background,en-GB,4.09,0.004628652362698609
423156,"Marguerite Henry, Wesley Dennis",1948.0,King of the Wind: The Story of the Godolphin Arabian,King of the Wind: The Story of the Godolphin Arabian,eng,4.19,0.006348460623715337
425123,Dennis Lehane,1998.0,"Gone, Baby, Gone","Gone, Baby, Gone (Kenzie & Gennaro, #4)",eng,4.14,0.006924351973027637
425377,Loretta Chase,1995.0,Lord of Scoundrels,"Lord of Scoundrels (Scoundrels, #3)",eng,4.12,0.006196211012542676
426025,William Faulkner,1930.0,A Rose for Emily,A Rose for Emily and Other Stories,eng,4.06,0.006737859521232926
426030,Dee Henderson,2002.0,The Healer,The Healer (O'Malley #5),eng,4.4,0.004749730853258372
426504,"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner",1944.0,Ficciones,Ficciones,en-US,4.47,0.007582364057538059
426775,Lauren Weisberger,2008.0,Chasing Harry Winston,Chasing Harry Winston,eng,3.32,0.011272887082520867
426825,Leon Uris,1970.0,QB VII,QB VII,eng,4.17,0.006995980385512714
427920,"Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",1997.0,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),"Chicken Soup for the Teenage Soul: 101 Stories of Life, Love and Learning (Chicken Soup for the Soul)",eng,3.91,0.005434663733412687
428042,Kenneth Oppel,2004.0,Airborn,"Airborn (Matt Cruse, #1)",eng,4.16,0.006127839630645294
428223,Harry Bernstein,2006.0,The Invisible Wall: A Love Story That Broke Barriers,The Invisible Wall: A Love Story That Broke Barriers,en-US,4.07,0.004414796334665562
428263,Stephenie Meyer,2007.0,Eclipse,"Eclipse (Twilight, #3)",en-US,3.69,0.04770826538050856
429138,Wilbur Smith,1993.0,River God,"River God (Ancient Egypt, #1)",eng,4.2,0.007070714306267289
429883,David Eddings,1994.0,The Hidden City,"The Hidden City (The Tamuli, #3)",eng,3.97,0.0061280033256227015
430968,Ted Kerasote,2007.0,Merle's Door: Lessons from a Freethinking Dog,Merle's Door: Lessons from a Freethinking Dog,en-US,4.18,0.005477134898872546
432020,Yoshihiro Togashi,1990.0,Yu Yu Hakusho,"Yu Yu Hakusho, Volume 1: Goodbye, Material World! (Yu Yu Hakusho, #1)",eng,4.29,0.005263067418719601
432283,Erma Bombeck,1971.0,If Life Is a Bowl of Cherries—What Am I Doing in the Pits?,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,en-US,4.07,0.00466792831168563
433035,Agatha Christie,1940.0,Sad Cypress,"Sad Cypress (Hercule Poirot, #21)",eng,3.83,0.005015374916735647
433533,L.M. Montgomery,1921.0,Rilla of Ingleside,"Rilla of Ingleside (Anne of Green Gables, #8)",eng,4.16,0.00766394813795467
433567,"Edwin A. Abbott, Banesh Hoffmann",1884.0,Flatland: A Romance of Many Dimensions,Flatland: A Romance of Many Dimensions,en-US,3.81,0.007934050852275857
434535,James L. Ferrell,2004.0,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,eng,4.41,0.004970169621839844
434764,Stephen E. Robinson,1992.0,Believing Christ: The Parable of the Bicycle and Other Good News,Believing Christ: The Parable of the Bicycle and Other Good News,eng,4.51,0.005097308543625585
435045,Kresley Cole,2007.0,Wicked Deeds on a Winter's Night (Immortals After Dark #4),Wicked Deeds on a Winter's Night (Immortals After Dark #4),en-CA,4.37,0.008958281289013343
436806,"Georges Bataille, Joachim Neugroschel, Dovid Bergelson",1928.0,Histoire de l'oeil,Story of the Eye,eng,3.71,0.004302486647032393
438492,"Lemony Snicket, Brett Helquist",2000.0,The Wide Window,"The Wide Window (A Series of Unfortunate Events, #3)",eng,3.91,0.01542678948024351
439173,"Andrew Clements, Brian Selznick",1996.0,Frindle,Frindle,en-US,3.79,0.012931374167939913
439275,Meg Cabot,2001.0,Princess in the Spotlight,"Princess in the Spotlight (The Princess Diaries, #2)",eng,3.67,0.009147975305127655
439288,Laurie Halse Anderson,1999.0,Speak,Speak,eng,4.0,0.026880330117175753
439363,"Aya Nakahara, Pookie Rolf",2001.0,ラブ★コン 1,"Love★Com, Vol. 1",eng,4.22,0.00526192372943326
440960,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",2005.0,Batman: Batman and Son,Batman and Son,eng,3.81,0.004520992004662637
443540,Anita Shreve,2003.0,All He Ever Wanted,All He Ever Wanted,eng,3.18,0.00480620602358372
444304,"Holly Black, Tony DiTerlizzi",2003.0,The Field Guide,"The Field Guide (The Spiderwick Chronicles, #1)",eng,3.85,0.010685503975378171
444347,"Blue Balliett, Brett Helquist",2004.0,Chasing Vermeer,"Chasing Vermeer (Chasing Vermeer, #1)",en-US,3.71,0.006668723814757686
444381,"George MacDonald, Arthur Hughes",1872.0,The Princess and the Goblin,"The Princess and the Goblin  (Princess Irene and Curdie, #1)",eng,4.0,0.006521645700248511
448836,"John Locke, C.B. Macpherson",1689.0,Second Treatise of Government,Second Treatise of Government,eng,3.75,0.0054026376749114645
448873,Megan Whalen Turner,1996.0,The Thief,"The Thief (The Queen's Thief, #1)",eng,3.92,0.009048083604905768
450573,Neil Simon,1965.0,The Odd Couple,The Odd Couple,eng,4.02,0.005021970809682534
452235,John Grisham,1991.0,The Firm,The Firm,eng,3.89,0.003737285538093107
452244,Poppy Z. Brite,1992.0,Lost Souls,Lost Souls,eng,3.89,0.005281712620703536
452306,Ann Brashares,2001.0,The Sisterhood of the Traveling Pants,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",eng,3.75,0.032475865771135315
454856,John Elder Robison,2007.0,Look Me in the Eye: My Life with Asperger's,Look Me in the Eye: My Life with Asperger's,en-US,3.91,0.009832483536098727
455373,Michael Crichton,1987.0,Sphere,Sphere,eng,3.77,0.016040126852691176
455925,Lee Child,2000.0,The Visitor,"Running Blind (Jack Reacher, #4)",en-US,4.08,0.009467835705839282
455930,Lee Child,2001.0,Echo Burning,"Echo Burning (Jack Reacher, #5)",en-US,3.98,0.008791337600608197
455941,Lee Child,2003.0,The Persuader,"Persuader (Jack Reacher, #7)",eng,4.09,0.008666073913705913
456028,Ted Dekker,2004.0,Red,"Red: The Heroic Rescue (The Circle, #2)",eng,4.3,0.006317891407997543
456057,Ted Dekker,2005.0,Showdown by Ted Dekker Signature Edition,"Showdown (Paradise, #1)",eng,3.93,0.0047236826868755225
457264,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949.0,"Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue",The Second Sex,eng,4.09,0.006116534097291935
457762,William Steig,1969.0,Sylvester and the Magic Pebble,Sylvester and the Magic Pebble,eng,4.14,0.00852909930022808
459064,Steven Erikson,2007.0,Reaper's Gale,"Reaper's Gale (The Malazan Book of the Fallen, #7)",eng,4.34,0.00576028397899548
459386,Val McDermid,1995.0,The Mermaids Singing ,"The Mermaids Singing (Tony Hill & Carol Jordan, #1)",eng,3.98,0.0048162137512834935
460548,P.D. Eastman,1961.0,"Go, Dog. Go!","Go, Dog. Go!",eng,4.08,0.011538316815792373
460635,Keri Hulme,1984.0,The Bone People,The Bone People,en-US,4.06,0.005505813584782243
462033,Jacqueline Winspear,2003.0,Maisie Dobbs,"Maisie Dobbs (Maisie Dobbs, #1)",en-US,3.91,0.009997493546033888
462684,"Jacqueline Wilson, Nick Sharratt",1991.0,The Story of Tracy Beaker,The Story of Tracy Beaker,eng,3.69,0.00544388472435471
464260,"James     Baldwin, Kıvanç Güney",1963.0,The Fire Next Time,The Fire Next Time,eng,4.45,0.006305176781691602
465226,"Jo Nesbø, Don Bartlett",2000.0,"Rødstrupe (Harry Hole, #3) ","The Redbreast (Harry Hole, #3)",eng,3.94,0.01001543761258102
467032,"William March, Elaine Showalter",1954.0,The Bad Seed ,The Bad Seed,eng,4.05,0.004647252694786102
468070,Nigella Lawson,2007.0,Nigella Express: Good Food Fast,"Nigella Express: Good Food, Fast",eng,3.96,0.006339764206529573
469571,Cormac McCarthy,1992.0,All the Pretty Horses,"All the Pretty Horses (The Border Trilogy, #1)",eng,3.97,0.011718692795163419
469901,Linda Howard,2000.0,Mr. Perfect,Mr. Perfect,eng,4.07,0.00704698247986821
470495,Rick Bragg,1997.0,All Over But the Shoutin',All Over But the Shoutin',eng,4.09,0.006501927905458796
472025,"Bertrand Russell, Paul  Edwards",1927.0,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,eng,4.03,0.005238423072095828
472331,"Alan Moore, Dave Gibbons, John Higgins",1987.0,Watchmen,Watchmen,en-US,4.35,0.028257948375964854
472343,Stephen King,2008.0,Duma Key,Duma Key,en-US,3.93,0.012168528045894208
473623,Enid Blyton,1946.0,The Folk of Faraway Tree,"The Folk of the Faraway Tree (The Faraway Tree, #3)",eng,4.32,0.004843421281454442
474634,Madeleine Wickham,1999.0,The Wedding Girl,The Wedding Girl,eng,3.47,0.006413229678128297
474858,David Shannon,1998.0,A Bad Case of Stripes,A Bad Case of Stripes,eng,4.24,0.010190680485533846
475276,Yukiru Sugisaki,1997.0,ディー・エヌ・エンジェル 1,"D.N.Angel, Vol. 1 (D.N.Angel, #1)",en-US,4.01,0.007116954033845442
475339,Ludwig Bemelmans,1939.0,Mad About Madeline,Madeline,en-GB,4.22,0.017732084639508677
476543,Gena Showalter,2008.0,The Darkest Night,The Darkest Night (Lords of the Underworld #1),eng,4.09,0.01126380702701406
477338,Laurie Faria Stolarz,2003.0,Blue Is for Nightmares,"Blue is for Nightmares (Blue is for Nightmares, #1)",en-US,3.81,0.005638667709930628
478657,MaryJanice Davidson,2005.0,Undead and Unreturnable,"Undead and Unreturnable (Undead, #4)",en-US,3.89,0.006125056146681266
478951,Steven Erikson,2006.0,The Bonehunters,"The Bonehunters (Malazan Book of the Fallen, #6)",eng,4.42,0.006390980493909983
479415,Nicholas Evans,1995.0,The Horse Whisperer,The Horse Whisperer,en-US,3.77,0.008735133818057714
479561,Peter F. Hamilton,1997.0,The Neutronium Alchemist,"The Neutronium Alchemist (Night's Dawn, #2)",eng,4.25,0.005052836322636713
480204,"Gaston Leroux, Alexander Teixeira de Mattos",1909.0,Le Fantôme de l'Opéra,The Phantom of the Opera,eng,3.97,0.016825507277487876
480479,Frances Mayes,1996.0,Under the Tuscan Sun,Under the Tuscan Sun,eng,3.72,0.023669917704953795
480570,Colleen McCullough,1990.0,The First Man in Rome,"The First Man in Rome (Masters of Rome, #1)",eng,4.08,0.0055515358824564515
481335,Dean Koontz,1977.0,The Vision,The Vision,eng,3.79,0.004629302469543646
481446,Michelle Moran,2007.0,Nefertiti,Nefertiti,en-US,4.07,0.007076245005534378
481462,Gary Brandner,1977.0,The Howling,The Howling,eng,3.92,0.004570861451818551
481743,"Morton Rhue, Todd Strasser",1981.0,The Wave,The Wave,eng,3.54,0.0043407853710249016
483445,David Colbert,2001.0,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts","The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",eng,3.96,0.005265544559981766
484167,Bisco Hatori,2001.0,"千年の雪, 1","Millennium Snow, Vol. 1",en-US,4.04,0.0047598573229997426
485894,"Franz Kafka, Stanley Corngold",1915.0,Die Verwandlung,The Metamorphosis,eng,3.78,0.027058009162571436
487666,"Dick Winters, Cole C. Kingseed",2006.0,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,eng,4.24,0.0044141146356624
489972,Raymond Briggs,1978.0,The Snowman,The Snowman,eng,4.28,0.005203455030452849
490403,Sherrilyn Kenyon,2007.0,Upon the Midnight Clear,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",eng,4.0,0.006577852640187301
490867,Mo Willems,2004.0,Knuffle Bunny:  A Cautionary Tale,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",eng,4.26,0.008718236546963423
493456,Scott Westerfeld,2006.0,Extras,"Extras (Uglies, #4)",en-US,3.59,0.013125552352164987
495395,A.J. Jacobs,2007.0,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible As Literally As Possible,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,en-US,3.76,0.00988559453417725
498389,Jo Nesbø,2003.0,Marekors ,"The Devil's Star (Harry Hole, #5)",eng,4.03,0.008125187962645374
498835,Kate Mosse,2007.0,Sepulchre,"Sepulchre (Languedoc, #2)",en-GB,3.73,0.005178720701308285
500503,Naoko Takeuchi,1992.0,美少女戦士セーラームーン 1 [Bishōjo Senshi Sailor Moon 1],"Sailor Moon, #1 (Sailor Moon, #1)",eng,4.29,0.008373732320605388
500743,Cinda Williams Chima,2007.0,The Wizard Heir,"The Wizard Heir (The Heir Chronicles, #2)",en-US,4.14,0.00821677062479205
501124,Kate Atkinson,2006.0,One Good Turn,"One Good Turn (Jackson Brodie, #2)",en-US,3.79,0.00623606985497315
502295,"Jann S. Wenner, Corey Seymour",2007.0,Gonzo: The Life of Hunter S. Thompson,Gonzo: The Life of Hunter S. Thompson,en-US,4.07,0.004460007921937161
503248,"Howard Dully, Charles Fleming",2007.0,My Lobotomy,My Lobotomy,eng,3.7,0.0040232054934177175
504369,David Weber,1994.0,Field of Dishonor,"Field of Dishonor (Honor Harrington, #4)",eng,4.19,0.005137687777171663
504420,Vince Flynn,2007.0,Protect and Defend,"Protect and Defend (Mitch Rapp, #10)",en-US,4.34,0.006932025670968816
505304,"Janette Sebring Lowrey, Gustaf Tenggren",1942.0,The Poky Little Puppy (a Little Golden Book),The Poky Little Puppy (A Little Golden Book),eng,4.08,0.011204070135657928
508903,Lilian Jackson Braun,1966.0,The Cat Who Could Read Backwards,"The Cat Who Could Read Backwards (Cat Who..., #1)",eng,3.84,0.006809681901289233
509784,Isaac Asimov,1955.0,The End of Eternity,The End of Eternity,eng,4.21,0.007299671327916901
511240,"Kiyohiko Azuma, あずま きよひこ",2003.0,よつばと! 1,"Yotsuba&!, Vol. 01 (Yotsuba&! #1)",eng,4.34,0.005058391944240789
511527,"Jacqueline Wilson, Nick Sharratt, Sue Heap",1995.0,Double Act,Double Act,en-GB,3.69,0.005146856130948587
511614,"Dodie Smith, Michael Dooling",1956.0,The Hundred and One Dalmatians,"The 101 Dalmatians (The Hundred and One Dalmatians, #1)",eng,4.11,0.007456969757305307
511684,"Jacqueline Wilson, Nick Sharratt",1999.0,The Illustrated Mum,The Illustrated Mum,eng,3.74,0.004646820974529257
513176,Michael A. Stackpole,1996.0,Rogue Squadron,"Rogue Squadron (Star Wars: X-Wing, #1)",en-GB,4.02,0.004783402384090962
513207,Kevin J. Anderson,1994.0,"Star Wars: The Jedi Academy Trilogy, Volume III - Champions of the Force","Champions of the Force (Star Wars: The Jedi Academy Trilogy, #3)",eng,3.67,0.004612587388815966
513367,John Gribbin,1984.0,In Search of Schrödinger's Cat : Quantum Physics And Reality,In Search of Schrödinger's Cat: Quantum Physics and Reality,eng,4.0,0.004987496464594326
514210,Alan W. Watts,1957.0,The Way of Zen,The Way of Zen,eng,4.18,0.004733017198728949
515905,Mo Willems,2007.0,Knuffle Bunny Too: A Case of Mistaken Identity,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",en-US,4.28,0.006851096380773654
517188,Muriel Spark,1961.0,The Prime of Miss Jean Brodie ,The Prime of Miss Jean Brodie,eng,3.76,0.007296647494365056
517344,"Sara Pennypacker, Marla Frazee",2006.0,"Clementine (Clementine, #1)","Clementine (Clementine, #1)",en-US,3.9,0.0055915052964255986
518848,Garth Nix,1995.0,Sabriel,"Sabriel (Abhorsen,  #1)",en-US,4.17,0.01658150848220768
519048,"Holly Black, Tony DiTerlizzi",2000.0,The Seeing Stone,"The Seeing Stone (The Spiderwick Chronicles, #2)",eng,3.87,0.007655566797133038
519112,Tim Burton,1997.0,The Melancholy Death of Oyster Boy and Other Stories,The Melancholy Death of Oyster Boy and Other Stories,en-US,4.13,0.006298332064216862
522471,Joan Bauer,2000.0,Hope Was Here,Hope Was Here,eng,4.0,0.005477318040828322
522525,"Carol Tavris, Elliot Aronson",2007.0,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts","Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",en-US,3.99,0.005531080165885583
522534,"Mineko Iwasaki, Rande Brown",2002.0,Geisha: A Life,"Geisha, a Life",en-US,3.92,0.005105960053319536
522776,Jordan Belfort,2007.0,The Wolf of Wall Street,The Wolf of Wall Street,eng,3.67,0.006057372070986918
525488,"Henry Cloud, John Townsend",1992.0,Boundaries,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",en-US,4.19,0.006273757161464301
525995,Chris Van Allsburg,1981.0,Jumanji,Jumanji,en-US,4.03,0.006637664951678081
527744,Agatha Christie,1953.0,After the Funeral ,"After the Funeral (Hercule Poirot, #29)",eng,3.84,0.005217508822154549
530848,Heather Brewer,2007.0,The Chronicles of Vladimir Tod: Eighth Grade Bites,"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)",en-US,3.92,0.0075108520405856175
530965,John Wyndham,1951.0,The Day of the Triffids,The Day of the Triffids,eng,4.0,0.010874586618231827
531197,"Philip Pullman, John Lawrence",2003.0,Lyra's Oxford,"Lyra's Oxford (His Dark Materials, #3.5)",en-US,3.52,0.005040711803631641
531262,Evelyn Waugh,1934.0,A Handful of Dust,A Handful of Dust,en-US,3.92,0.0059032228727488945
531350,Nicholas Sparks,2007.0,The Choice,The Choice,en-US,3.99,0.013694503765428575
533465,"Dai Sijie, Ina Rilke",2000.0,Balzac et la Petite Tailleuse chinoise,Balzac and the Little Chinese Seamstress,en-US,3.63,0.008949991250154115
534255,Lucy Grealy,1994.0,Autobiography of a Face,Autobiography of a Face,en-GB,3.96,0.006171066911150914
534289,"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",-750.0,易 [Yì],The I Ching or Book of Changes,eng,4.18,0.005063743378156863
534415,"Margaret Weis, Tracy Hickman",1995.0,Dragons of Summer Flame,"Dragons of Summer Flame (Dragonlance: The Second Generation, #2)",eng,3.84,0.0047959682613917315
534733,Nora Roberts,1998.0,Rising Tides (Chesapeake Bay Saga #2),"Rising Tides (Chesapeake Bay Saga, #2)",en-US,4.16,0.006881483514860894
535441,Max Brooks,2004.0,The Zombie Survival Guide: Complete Protection from the Living Dead,The Zombie Survival Guide: Complete Protection from the Living Dead,eng,3.86,0.01286791989420308
536790,Roger Zelazny,1985.0,Trumps of Doom,"Trumps of Doom (The Chronicles of Amber, #6)",eng,4.06,0.004757538577460005
536982,D.J. MacHale,2003.0,The Never War,"The Never War (Pendragon, #3)",eng,4.12,0.00697055525950673
537296,Arnold Lobel,1970.0,Frog and Toad Are Friends,"Frog and Toad Are Friends (Frog and Toad, #1)",eng,4.18,0.011860612786883206
537375,Caroline Alexander,1998.0,The Endurance: Shackleton's legendary Antarctic expedition,The Endurance: Shackleton's Legendary Antarctic Expedition,eng,4.31,0.005398922989602294
